make,model,version,ano,mot_tipo_motor,mot_potencia_hp,mot_torque_nm,mot_aspiracion,mot_traccion,mot_transmision,mot_marchas,dim_largo_mm,dim_ancho_mm,dim_alto_mm,dim_batalla_mm,dim_peso_kg,cap_baul_l,cap_carga_util_kg,remolque_frenado_kg,cap_plazas,seg_pas_airbags_cnt,seg_act_abs,seg_act_esp,eff_consumo_l_100km,eff_kwh_100km,eff_co2_g_km,bateria_kwh,autonomia_km,carga_dc_kw,carga_ac_kw,info_pantalla_pulg,info_android_auto,info_apple_carplay,info_camara_360,info_cargador_inalambrico,amen_techo_panoramico,conf_asientos_calefaccion,conf_asientos_ventilacion,adas_aeb,adas_acc,adas_lka,adas_bsm,adas_rcta,luces_matriz_led,chasis_frenos_del,chasis_frenos_tras,chasis_susp_del,chasis_susp_tras,ruedas_neumatico_medida,ruedas_rin_pulg,angulo_ataque_deg,angulo_salida_deg,angulo_quiebre_deg,despeje_suelo_mm,cap_tanque_l,fuente_url,ano_source
HYUNDAI,CRETA,GLS IVT,2021,gasolina,113.0,,,,MANUAL,,,,,,,,,,5,,1,0,,,,,,,,10.25,1,1,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/hyundai/FichaTecnica_Creta2026.pdf,text:ano
FICHATECNICA,GrandFacelift2026,UNSPEC,2013,gasolina,157.0,,,,AUTOMÁTICA,6,,,,,,,,,7,,1,1,,,,,,,,10.25,1,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/hyundai/FichaTecnica_GrandFacelift2026.pdf,text:ano
HYUNDAI,HB20,1.6 GL MID AUTO,2026,gasolina,83.0,,,,MANUAL,,,,,,,,,,5,,1,1,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/hyundai/Ficha_Tecnica_Gi10HB_2026.pdf,file:ano
FICHA,Tecnica,Gi10SD,2026,gasolina,83.0,,,,MANUAL,,,,,,,,,,5,,1,1,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/hyundai/Ficha_Tecnica_Gi10SD_2026.pdf,file:ano
HYUNDAI,ELANTRA,GLS PREMIUM DCT HEV,2021,híbrido,105.0,2.0,,,DCT,6,,,,,,,,,5,,1,1,,,,,,,,10.25,1,1,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/hyundai/Fichatecnica_elantrahibrido2026.pdf,text:ano
MAZDA,BT-50,SIGNATURE,2025,diésel,188.0,,,4X4,AUTOMÁTICA,6,,,,,,,,,,,1,0,,,,,,,,,1,1,0,0,0,0,0,1,1,1,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda-bt-50-2025-v01.pdf,file:ano
MAZDA,CX-3,I SPORT 2WD,2025,gasolina,148.0,,,,AUTOMÁTICA,6,,,,,,,,,,,1,0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda-cx-3-2025-v01.pdf,file:ano
MAZDA,CX-30,S GRAND TOURING POLYMETAL AWD,2025,gasolina,186.0,,,AWD,AUTOMÁTICA,6,,,,,,,,,,,1,0,,,,,,,,10.0,1,1,0,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda-cx-30-2025-v01.pdf,file:ano
MAZDA,CX-5,I GRAND TOURING 2WD,2025,gasolina,188.0,,,,AUTOMÁTICA,6,,,,,,,,,,,1,0,,,,,,,,10.0,1,1,0,1,0,0,1,0,1,1,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda-cx-5-2025-v01.pdf,file:ano
MAZDA,CX-50,2.5 TURBO SIGNATURE AWD,2025,gasolina,228.0,,,AWD,AUTOMÁTICA,6,,,,,,,,,,,1,0,,,,,,,,10.0,1,1,0,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda-cx-50-2025-v01.pdf,file:ano
MAZDA,CX-70,I GRAND TOURING MHEV,2025,híbrido,280.0,,,AWD,AUTOMÁTICA,8,,,,,,,,,,,1,0,,,,,,,,12.0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda-cx-70-2025-v01.pdf,file:ano
MAZDA,CX-90,TURBO SIGNATURE AWD,2025,híbrido,340.0,,,AWD,AUTOMÁTICA,8,,,,,,,,,,,1,0,,,,,,,,12.3,1,1,0,1,1,1,1,0,0,1,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda-cx-90-2025-v01.pdf,file:ano
MAZDA,MX-5,GRAND TOURING POWER RETRACTABLE HARD TOP,2025,gasolina,181.0,,,RWD,AUTOMÁTICA,6,,,,,,,,,,,1,0,,,,,,,,,1,1,0,0,0,1,0,0,1,0,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda-mx-5-2025-v01.pdf,file:ano
MAZDA,MX-5,GRAND TOURING POWER RETRACTABLE HARD TOP,2024,gasolina,181.0,,,RWD,AUTOMÁTICA,6,,,,,,,,,,,1,0,,,,,,,,,1,1,0,0,0,1,0,0,1,0,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda-mx-5-i-sport-2024-v01.pdf,file:ano
MAZDA,MX-5,GRAND TOURING POWER RETRACTABLE HARD TOP,2025,gasolina,181.0,,,RWD,AUTOMÁTICA,6,,,,,,,,,,,1,0,,,,,,,,,1,1,0,0,0,1,0,0,1,0,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda-mx-5-rf-2025-v01.pdf,file:ano
MAZDA,MAZDA2,I GRAND TOURING 5 PUERTAS T/A,2026,gasolina,109.0,,,,MANUAL,6,,,,,,,,,,,1,0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda2-hatchback-2026-v01.pdf,file:ano
MAZDA,MAZDA2,I GRAND TOURING 5 PUERTAS T/A,2026,gasolina,109.0,,,,MANUAL,6,,,,,,,,,,,1,0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda2-sedan-2026-v01.pdf,file:ano
MAZDA,MAZDA3,HATCHBACK S TA BOLSAS DE AIRE,2025,gasolina,186.0,,,AWD,AUTOMÁTICA,6,,,,,,,,,,,1,0,,,,,,,,10.0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda3-hatchback-2025-v01.pdf,file:ano
MAZDA,MAZDA3,SEDAN S TA BOLSAS DE AIRE,2025,gasolina,186.0,,,AWD,MANUAL,6,,,,,,,,,,,1,0,,,,,,,,10.0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda3-sedan-2025-v01.pdf,file:ano
NISSAN,2023,fleet,2023,eléctrico,,,,,MANUAL,,,,,,,,,,,,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2023-fleet_solutions-catalogo_comerciales.pdf,file:ano
NISSAN,2023,fleet,2023,eléctrico,,,,,AUTOMÁTICA,,,,,,,,,,,,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2023-fleet_solutions-catalogo_productos.pdf,file:ano
NISSAN,KICKS,1.6 ADVANCE LTS CVT A/C PAQ SEG,2025,eléctrico,,,,,,,,,,,,,,,,,0,0,,,,,,,,12.3,0,0,0,1,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-kicks-catalogo.pdf,file:ano
NISSAN,KICKS,1.6 ADVANCE LTS CVT A/C PAQ SEG,2025,eléctrico,118.0,,,,,,,,,,,,,,5,,1,0,,,,,,,,,1,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-kicks-play-catalogo.pdf,file:ano
NISSAN,KICKS,1.6 ADVANCE LTS CVT A/C PAQ SEG,2025,eléctrico,,2.0,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-kicks_e_power-catalogo.pdf,file:ano
NISSAN,MAGNITE,ADVANCE 1.0 LTS CVT 25,2025,eléctrico,,,,,MANUAL,5,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-magnite-catalogo.pdf,file:ano
NISSAN,SENTRA,ELITE PIEL CVT,2025,eléctrico,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-sentra-catalogo.pdf,file:ano
NISSAN,2025,terminos,2025,gasolina,,,,,AT,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-terminos_promociones_oferta_comercial_posventa.pdf,file:ano
NISSAN,URVAN,PANEL 4 PTAS DV LARGA VENT TOLDO ALT T/M,2025,gasolina,,,,,MANUAL,5,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-urvan_panel-catalogo.pdf,file:ano
NISSAN,URVAN,14 PASAJEROS AMPLIA AA 25,2025,gasolina,,,,,MANUAL,5,,,,,,,,,5,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-urvan_pasajeros-catalogo.pdf,file:ano
NISSAN,V-DRIVE,V-DRIVE TM A/C AUDIO 24,2025,HR16DE,,,,,,5,,,,,,460,,,,,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-v_drive-catalogo.pdf,file:ano
NISSAN,VERSA,VERSA GO ASIENTO GIRATORIO ADVANCE TA '1,2025,eléctrico,,,,,,,,,,,,482,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-versa-catalogo.pdf,file:ano
NISSAN,X-TRAIL,EXCLUSIVE E-POWER 2 ROW 23,2025,eléctrico,,2.0,,,,,,,,,,,,,,,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-x_trail_e_power-catalogo.pdf,file:ano
NISSAN,Z,TOURING TA 23,2025,VR30DDTT (Twin Turbo),400.0,,,,,,,,,,,,,,,,1,0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,1,0,,,,,,19.0,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-z-catalogo.pdf,file:ano
VOLKSWAGEN,VIRTUS,VIRTUS STD.,2022,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/Rescue_SheetVolswagen__Virtus_2022_5d_EN.pdf,file:ano
VOLKSWAGEN,VIRTUS,VIRTUS STD.,2022,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/Rescue_SheetVolswagen__Virtus_2022_5d_ES.pdf,file:ano
VOLKSWAGEN,VIRTUS,VIRTUS STD.,2022,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/Rescue_SheetVolswagen__Virtus_2022_5d_PT.pdf,file:ano
VOLKSWAGEN,JETTA,2.0 TM,2022,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/Volkswagen_Jetta_PA_2022_5d_EN_edit.pdf,file:ano
VOLKSWAGEN,JETTA,2.0 TM,2022,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/Volkswagen_Jetta_PA_2022_5d_ES_edit.pdf,file:ano
VOLKSWAGEN,JETTA,2.0 TM,2022,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/Volkswagen_Jetta_PA_2022_5d_PT_edit.pdf,file:ano
VOLKSWAGEN,CC,2.0 TURBO FSI DSG,2025,gasolina,370.0,7.0,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/cata_CC_81logo-volkswagen-nuevo-gti-2025.pdf,file:ano
VOLKSWAGEN,GLI,GLI DSG,2025,gasolina,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/catalogo-volkswagen-gli-2025.pdf,file:ano
VOLKSWAGEN,JETTA,COMFORTLINE STD. BOLSAS AIRE DEL.,2025,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/catalogo-volkswagen-jetta-2025.pdf,file:ano
VOLKSWAGEN,TIGUAN,1.4 DSG PAQUETE SPORT & STYLE,2025,gasolina,150.0,7.0,,,,7,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/catalogo-volkswagen-nuevo-tiguan-2025.pdf,file:ano
VOLKSWAGEN,POLO,COMFORTLINE PLUS TIPTRONIC,2026,gasolina,,,,,,6,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/catalogo-volkswagen-polo-2026.pdf,file:ano
VOLKSWAGEN,TERAMONT,PEAK EDITION LONG DRIVE,2025,gasolina,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/catalogo-volkswagen-teramont-2025.pdf,file:ano
VOLKSWAGEN,VIRTUS,COMFORTLINE TIP. SOUND,2025,gasolina,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/catalogo-volkswagen-virtus-2025.pdf,file:ano
VOLKSWAGEN,GLI,GLI DSG,2026,gasolina,230.0,350.0,,Delantera,,,4720,1799,1459,2686,,,,,5,,1,0,,,,,,,,10.0,0,0,0,1,0,1,1,1,1,1,0,0,0,Disco ventilado,Disco,Mc Pherson,Independiente Fourlink,,,,,,,,file://data/oem_specs_processed/vw/volkswagen-gli-2026-ficha-tecnica.pdf,file:ano
VOLKSWAGEN,JETTA,COMFORTLINE TIP. BOLSAS AIRE DEL,2026,gasolina,150.0,250.0,,Delantera,,,4720,1799,1459,2686,,,,,5,,1,0,,,,,,,,10.0,0,0,0,1,0,0,0,0,1,1,0,0,0,Disco ventilado,Disco,Mc Pherson,Semi-independiente,,,,,,,,file://data/oem_specs_processed/vw/volkswagen-jetta-2026-ficha-tecnica.pdf,file:ano
VOLKSWAGEN,GTI,GTI DSG,2025,gasolina,261.0,370.0,,Delantera,,,4289,1789,1456,2627,,,,,5,,1,0,,,,,,,,12.9,0,0,0,1,0,1,1,1,1,1,0,0,0,Disco ventilado,Disco,Mc Pherson,Independiente Fourlink,,,,,,,,file://data/oem_specs_processed/vw/volkswagen-nuevo-gti-2025-ficha-tecnica.pdf,file:ano
VOLKSWAGEN,TIGUAN,2.0 TURBO PIEL TRACK & FUN 4MOTION AT,2025,gasolina,150.0,250.0,,Delantera,,,4670,1866,1665,2791,,,,,5,,1,0,,,,,,,,12.9,0,0,1,1,0,1,1,0,1,1,0,0,0,Disco ventilado,Disco,Mc Pherson,Independiente Fourlink,,,,,,,,file://data/oem_specs_processed/vw/volkswagen-nuevo-tiguan-2025-ficha-tecnica.pdf,text:MY
VOLKSWAGEN,POLO,COMFORTLINE PLUS TIPTRONIC,2026,gasolina,109.0,155.0,,Delantera,,,4079,1751,1471,2566,,,,,5,,1,0,,,,,,,,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,Disco,Tambor,McPherson,Semi-Independiente,,,,,,,,file://data/oem_specs_processed/vw/volkswagen-polo-2026-ficha-tecnica.pdf,file:ano
VOLKSWAGEN,TERAMONT,PEAK EDITION LONG DRIVE,2025,gasolina,269.0,370.0,,Delantera,,,,,,,,,,,7,,1,0,,,,,,,,12.0,0,0,0,1,0,1,1,0,1,0,0,0,0,Disco ventilado,Disco ventilado,Mc Pherson,"Independiente
Fourlink",,,,,,,,file://data/oem_specs_processed/vw/volkswagen-teramont-2025-ficha-tecnica.pdf,file:ano
VOLKSWAGEN,VIRTUS,COMFORTLINE TIP. SOUND,2025,gasolina,110.0,152.0,,Delantera,,,,,,,,,,,5,,1,0,,,,,,,,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,Disco,Tambor,MC Pherson,Semi-independiente,,,,,,,,file://data/oem_specs_processed/vw/volkswagen-virtus-2025-ficha-tecnica.pdf,file:ano
KIA,K3,GT LINE,2024,gasolina,,,,,AUTOMÁTICA,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/kia/Kia-K3-Hatchback-2024-5d-GD-SP-I-NCAP--Candado-de-impresi_n.pdf,file:ano
KIA,K3,EX PACK AT,2023,gasolina,,,,,AUTOMÁTICA,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/kia/Kia-K3-Sedan-2023-4d-GD-ES--Candado-de-impresi_n.pdf,file:ano
KIA,K4,GT LINE,2025,gasolina,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/kia/Kia_K4_Sed_n_2025_4d_GD_ES_Candado_de_impresi_n_V2.pdf,file:ano
KIA,K4,GT LINE,2025,gasolina,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/kia/Kia_K4__Hatchback_2025_5d_GD_ES_VF.pdf,file:ano
JEEP,RENEGADE,LIMITED POLAR BRONZE EDITION,2025,gasolina,5.75,,,FWD,AUTOMÁTICA,6,,,,,438,,,,,,1,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/jeep/FT_JEEP_RENEGADE_2025_08ENE2025_DIGITAL_V1.pdf,file:ano
SOLICITUD,para,derechos,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/changan/Solicitud_para_derechos_ARCO_Changan_M_xico_VF.pdf,
TOYOTA,HILUX,D-CAB BASE 4X2 (DOBLE CABINA BASE),2025,híbrido,48.0,,,4WD,MANUAL,6,,,,,,,,,3,2,1,1,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/toyota/Ficha_HILUX_20DIESEL_20y_20GASOLINA_202025.pdf.coredownload.pdf,text:MY
TOYOTA,AVANZA,XLE CVT,2025,gasolina,,,,FWD,MANUAL,5,,,,,,,,,7,2,1,0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/toyota/Ficha_Tecnica_AVANZA_25_web.pdf.coredownload.pdf,text:MY
TOYOTA,HIACE,12 PASAJEROS,2025,gasolina,,,,RWD,MANUAL,6,,,,,,,,,2,2,1,0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/toyota/Ficha_Tecnica_HIACE_25_web.pdf.coredownload.pdf,text:MY
TOYOTA,PRIUS,BASE,2026,híbrido,13.5,,,FWD,,,,,,,,,,,5,2,1,0,,,,,,,,12.3,1,1,0,1,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,file://data/oem_specs_processed/toyota/Ficha_Tecnica_PRIUS_26_web.pdf.coredownload.pdf,text:MY
TOYOTA,RAV4,LIMITED HV SIN JBL,2025,híbrido,,,,FWD,AUTOMÁTICA,8,,,,,,,,,5,2,1,0,,,,,,,,12.3,1,1,0,1,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/toyota/Ficha_Tecnica_RAV4_25_web.pdf.coredownload.pdf,text:MY
TOYOTA,SEQUOIA,5.7L V8 LIMITED,2025,gasolina,,,,RWD,AUTOMÁTICA,10,,,,,,,,,8,2,1,0,,,,,,,,12.3,0,0,0,0,1,0,0,0,0,1,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/toyota/Ficha_Tecnica_SEQUOIA_25_web.pdf.coredownload.pdf,text:MY
TOYOTA,SIENNA,XLE HEV,2025,híbrido,180.0,,,FWD,,6,,,,,,,,,8,2,1,0,,,,,,,,12.3,1,1,0,1,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/toyota/Ficha_Tecnica_SIENNA_25_web.pdf.coredownload.pdf,text:MY
TOYOTA,TACOMA,TRD PRO 4X4 HEV,2025,híbrido,,,,RWD,AUTOMÁTICA,8,,,,,,,,,5,2,1,0,,,,,,,,12.3,1,1,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,file://data/oem_specs_processed/toyota/Ficha_Tecnica_Tacoma_25_web.pdf.coredownload.pdf,text:MY
TOYOTA,YARIS,BASE CVT,2025,gasolina,,,,FWD,CVT,7,,,,,,,,,5,2,1,0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/toyota/Ficha_Tecnica_YARIS_HB_25_web.pdf.coredownload.pdf,text:MY
TOYOTA,YARIS,BASE CVT,2025,gasolina,,,,FWD,MANUAL,5,,,,,,,,,5,2,1,0,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/toyota/Ficha_Tecnica_Yaris_Sedan_25_web.pdf.coredownload.pdf,text:MY
TOYOTA,4RUNNER,TRD PRO HEV,2025,híbrido,465.0,,,4WD,AUTOMÁTICA,8,,,,,,,,,,2,1,0,,,,,,,,12.3,1,1,0,1,0,1,1,1,0,1,1,0,0,,,,,,,,,,,,file://data/oem_specs_processed/toyota/Ficha_tecnica_4RUNNER_LIMITED_HEV_25_web_1.pdf.coredownload.pdf,text:MY
TOYOTA,CAMRY,XSE BI-TONE HEV,2025,híbrido,600.0,,,FWD,,6,,,,,,,,,5,2,1,0,,,,,,,,12.3,1,1,0,1,1,1,0,0,1,1,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/toyota/Ficha_tecnica_CAMRY_HEV_25_web.pdf.coredownload.pdf,text:MY
TOYOTA,COROLLA,BASE CVT,2025,híbrido,,,,FWD,CVT,,,,,,,,,,5,2,1,0,,,,,,,,10.5,1,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/toyota/Ficha_tecnica_COROLLA_25_web.pdf.coredownload.pdf,text:MY
TOYOTA,COROLLA,BASE CVT,2025,híbrido,,,,FWD,CVT,10,,,,,,,,,5,2,1,0,,,,,,,,,1,1,0,1,0,1,0,1,0,1,1,0,0,,,,,,,,,,,,file://data/oem_specs_processed/toyota/Ficha_tecnica_COROLLA_CROSS_25_web.pdf.coredownload.pdf,text:MY
TOYOTA,COROLLA,BASE CVT,2025,híbrido,600.0,,,4WD,,6,,,,,,,,,5,2,1,0,,,,,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/toyota/Ficha_tecnica_COROLLA_CROSS_HEV_25_web.pdf.coredownload.pdf,text:MY
TOYOTA,COROLLA,XLE HEV,2025,híbrido,600.0,,,FWD,,,,,,,,,,,5,2,1,1,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/toyota/Ficha_tecnica_COROLLA_HEV_25_web.pdf.coredownload.pdf,text:MY
TOYOTA,HIGHLANDER,LIMITED BLUE-RAY,2025,híbrido,650.0,,,FWD,,6,,,,,,,,,8,,1,0,,,,,,,,12.3,1,1,0,1,1,1,1,0,0,1,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/toyota/Ficha_tecnica_HIGHLANDER_HEV_25_web.pdf.coredownload.pdf,text:MY
TOYOTA,RAIZE,XLE CVT BI-TONO,2025,gasolina,,,,FWD,MANUAL,5,,,,,,,,,5,2,1,0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/toyota/Ficha_tecnica_RAIZE_25_web.pdf.coredownload.pdf,text:MY
TOYOTA,RAV4,LIMITED HV SIN JBL,2025,híbrido,118.0,,,AWD,,,,,,,,,,,5,2,1,0,,,,,,,,12.3,1,1,0,1,1,0,0,0,0,1,1,0,0,,,,,,,,,,,,file://data/oem_specs_processed/toyota/Ficha_tecnica_RAV4_HEV_25_web.pdf.coredownload.pdf,text:MY
KIA,K3,GT LINE,2024,gasolina,,,,,AUTOMÁTICA,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/kia/Kia-K3-Hatchback-2024-5d-GD-SP-I-NCAP--Candado-de-impresi_n.pdf,file:ano
KIA,K3,EX PACK AT,2023,gasolina,,,,,AUTOMÁTICA,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/kia/Kia-K3-Sedan-2023-4d-GD-ES--Candado-de-impresi_n.pdf,file:ano
KIA,K4,GT LINE,2025,gasolina,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/kia/Kia_K4_Sed_n_2025_4d_GD_ES_Candado_de_impresi_n_V2.pdf,file:ano
KIA,K4,GT LINE,2025,gasolina,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/kia/Kia_K4__Hatchback_2025_5d_GD_ES_VF.pdf,file:ano
